Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
10186,Craig Porter Jr.,9,2024-01-17,23-325,CLE,,MIL,W 135-95,,20,4,7,0.571,4,7,0.571,0,0,,,,,,,,,,,,,,,,,,,
10187,Jontay Porter,9,2024-01-10,24-056,TOR,@,LAC,L 120-126,,18,4,8,0.5,3,5,0.6,1,3,,,,,,,,,,,,,,,,,,,
10188,Jontay Porter,9,2024-01-12,24-058,TOR,@,UTA,L 113-145,,31,3,8,0.375,2,4,0.5,1,4,,,,,,,,,,,,,,,,,,,
10189,Michael Porter Jr.,9,2023-10-27,25-120,DEN,@,MEM,W 108-104,*,29,3,7,0.429,1,2,0.5,2,5,,,,,,,,,,,,,,,,,,,
10190,Michael Porter Jr.,9,2023-12-14,25-168,DEN,,BRK,W 124-101,*,23,3,8,0.375,2,4,0.5,1,4,,,,,,,,,,,,,,,,,,,
10191,Michael Porter Jr.,9,2024-02-25,25-241,DEN,@,GSW,W 119-103,*,32,3,11,0.273,2,5,0.4,1,6,,,,,,,,,,,,,,,,,,,
10192,Michael Porter Jr.,9,2024-03-07,25-252,DEN,,BOS,W 115-109,*,30,4,9,0.444,3,5,0.6,1,4,,,,,,,,,,,,,,,,,,,
10193,Bobby Portis,9,2023-12-29,28-322,MIL,@,CLE,W 119-111,,23,2,6,0.333,1,4,0.25,1,2,,,,,,,,,,,,,,,,,,,
10194,Bobby Portis,9,2024-01-03,28-327,MIL,@,IND,L 130-142,,20,4,10,0.4,4,8,0.5,0,2,,,,,,,,,,,,,,,,,,,
10195,Bobby Portis,9,2024-01-29,28-353,MIL,@,DEN,L 107-113,,25,2,13,0.154,0,7,0,2,6,,,,,,,,,,,,,,,,,,,
10196,Kristaps Porziņģis,9,2023-11-10,28-100,BOS,,BRK,W 121-107,*,25,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
10197,Kristaps Porziņģis,9,2023-11-24,28-114,BOS,@,ORL,L 96-113,*,22,4,9,0.444,3,5,0.6,1,4,,,,,,,,,,,,,,,,,,,
10198,Dwight Powell,9,2023-11-10,32-113,DAL,,LAC,W 144-126,,22,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
10199,Dwight Powell,9,2024-01-07,32-171,DAL,,MIN,W 115-108,*,28,3,5,0.6,3,5,0.6,0,0,,,,,,,,,,,,,,,,,,,
10200,Norman Powell,9,2024-03-01,30-281,LAC,,WAS,W 140-115,,22,4,8,0.5,3,5,0.6,1,3,,,,,,,,,,,,,,,,,,,
10201,Taurean Prince,9,2023-11-06,29-229,LAL,@,MIA,L 107-108,*,34,4,9,0.444,3,5,0.6,1,4,,,,,,,,,,,,,,,,,,,
10202,Taurean Prince,9,2023-11-29,29-252,LAL,@,DET,W 133-107,*,23,3,4,0.75,0,0,,3,4,,,,,,,,,,,,,,,,,,,
10203,Taurean Prince,9,2023-12-18,29-271,LAL,,NYK,L 109-114,*,39,3,13,0.231,0,0,,3,13,,,,,,,,,,,,,,,,,,,
10204,Taurean Prince,9,2023-12-30,29-283,LAL,@,MIN,L 106-108,*,33,3,9,0.333,0,3,0,3,6,,,,,,,,,,,,,,,,,,,
10205,Taurean Prince,9,2024-01-17,29-301,LAL,,DAL,W 127-110,*,21,3,8,0.375,3,5,0.6,0,3,,,,,,,,,,,,,,,,,,,
10206,Taurean Prince,9,2024-02-05,29-320,LAL,@,CHO,W 124-118,,19,4,7,0.571,3,3,1,1,4,,,,,,,,,,,,,,,,,,,
10207,Payton Pritchard,9,2023-12-23,25-329,BOS,@,LAC,W 145-108,,23,3,8,0.375,0,3,0,3,5,,,,,,,,,,,,,,,,,,,
10208,Payton Pritchard,9,2023-12-28,25-334,BOS,,DET,W 128-122 (OT),,24,4,11,0.364,3,5,0.6,1,6,,,,,,,,,,,,,,,,,,,
10209,Payton Pritchard,9,2023-12-29,25-335,BOS,,TOR,W 120-118,,25,3,10,0.3,0,2,0,3,8,,,,,,,,,,,,,,,,,,,
10210,Payton Pritchard,9,2023-12-31,25-337,BOS,@,SAS,W 134-101,,19,4,8,0.5,3,3,1,1,5,,,,,,,,,,,,,,,,,,,
10211,Payton Pritchard,9,2024-01-21,25-358,BOS,@,HOU,W 116-107,,30,3,6,0.5,0,1,0,3,5,,,,,,,,,,,,,,,,,,,
10212,Payton Pritchard,9,2024-02-22,26-025,BOS,@,CHI,W 129-112,,20,3,6,0.5,0,0,,3,6,,,,,,,,,,,,,,,,,,,
10213,Immanuel Quickley,9,2023-11-18,24-154,NYK,@,CHO,W 122-108,,23,4,11,0.364,4,6,0.667,0,5,,,,,,,,,,,,,,,,,,,
10214,Immanuel Quickley,9,2023-12-16,24-182,NYK,@,LAC,L 122-144,,19,3,8,0.375,3,5,0.6,0,3,,,,,,,,,,,,,,,,,,,
10215,Immanuel Quickley,9,2024-01-07,24-204,TOR,@,GSW,W 133-118,*,26,4,10,0.4,3,6,0.5,1,4,,,,,,,,,,,,,,,,,,,
10216,Duop Reath,9,2023-12-02,27-159,POR,@,UTA,L 113-118 (OT),,14,3,8,0.375,2,4,0.5,1,4,,,,,,,,,,,,,,,,,,,
10217,Duop Reath,9,2024-01-24,27-212,POR,@,HOU,W 137-131 (OT),,12,4,7,0.571,3,4,0.75,1,3,,,,,,,,,,,,,,,,,,,
10218,Austin Reaves,9,2023-11-15,25-170,LAL,,SAC,L 110-125,,34,4,10,0.4,4,5,0.8,0,5,,,,,,,,,,,,,,,,,,,
10219,Austin Reaves,9,2023-12-30,25-215,LAL,@,MIN,L 106-108,,29,2,11,0.182,2,6,0.333,0,5,,,,,,,,,,,,,,,,,,,
10220,Austin Reaves,9,2024-01-19,25-235,LAL,,BRK,L 112-130,*,33,4,12,0.333,4,6,0.667,0,6,,,,,,,,,,,,,,,,,,,
10221,Austin Reaves,9,2024-02-05,25-252,LAL,@,CHO,W 124-118,*,36,3,8,0.375,3,3,1,0,5,,,,,,,,,,,,,,,,,,,
10222,Cam Reddish,9,2023-12-07,24-097,LAL,,NOP,W 133-89,*,23,3,6,0.5,2,4,0.5,1,2,,,,,,,,,,,,,,,,,,,
10223,Cam Reddish,9,2024-01-23,24-144,LAL,@,LAC,L 116-127,,16,3,5,0.6,1,1,1,2,4,,,,,,,,,,,,,,,,,,,
10224,Paul Reed,9,2023-11-27,24-166,PHI,,LAL,W 138-94,,17,4,5,0.8,3,4,0.75,1,1,,,,,,,,,,,,,,,,,,,
10225,Paul Reed,9,2023-11-29,24-168,PHI,@,NOP,L 114-124,,27,3,4,0.75,3,3,1,0,1,,,,,,,,,,,,,,,,,,,
10226,Paul Reed,9,2024-01-10,24-210,PHI,@,ATL,L 132-139 (OT),*,19,4,8,0.5,4,7,0.571,0,1,,,,,,,,,,,,,,,,,,,
10227,Naz Reid,9,2023-11-08,24-074,MIN,,NOP,W 122-101,,22,4,8,0.5,3,4,0.75,1,4,,,,,,,,,,,,,,,,,,,
10228,Naz Reid,9,2023-11-24,24-090,MIN,,SAC,L 111-124,,18,4,7,0.571,3,4,0.75,1,3,,,,,,,,,,,,,,,,,,,
10229,Naz Reid,9,2023-12-21,24-117,MIN,,LAL,W 118-111,,21,3,9,0.333,0,3,0,3,6,,,,,,,,,,,,,,,,,,,
10230,Naz Reid,9,2023-12-28,24-124,MIN,,DAL,W 118-110,,18,3,5,0.6,0,0,,3,5,,,,,,,,,,,,,,,,,,,
10231,Naz Reid,9,2024-01-17,24-144,MIN,@,DET,W 124-117,,23,3,9,0.333,2,5,0.4,1,4,,,,,,,,,,,,,,,,,,,
10232,Naz Reid,9,2024-01-29,24-156,MIN,@,OKC,W 107-101,,21,3,10,0.3,0,5,0,3,5,,,,,,,,,,,,,,,,,,,
10233,Naz Reid,9,2024-02-02,24-160,MIN,,ORL,L 106-108,,22,4,5,0.8,3,3,1,1,2,,,,,,,,,,,,,,,,,,,
10234,Josh Richardson,9,2024-01-12,30-119,MIA,,ORL,W 99-96,,25,4,6,0.667,4,5,0.8,0,1,,,,,,,,,,,,,,,,,,,
10235,Josh Richardson,9,2024-01-15,30-122,MIA,@,BRK,W 96-95 (OT),,28,3,13,0.231,1,7,0.143,2,6,,,,,,,,,,,,,,,,,,,
10236,Josh Richardson,9,2024-01-19,30-126,MIA,,ATL,L 108-109,,21,2,5,0.4,0,1,0,2,4,,,,,,,,,,,,,,,,,,,
10237,Josh Richardson,9,2024-01-24,30-131,MIA,,MEM,L 96-105,*,18,4,7,0.571,3,3,1,1,4,,,,,,,,,,,,,,,,,,,
10238,Josh Richardson,9,2024-02-07,30-145,MIA,,SAS,W 116-104,,26,2,6,0.333,1,2,0.5,1,4,,,,,,,,,,,,,,,,,,,
10239,Nick Richards,9,2024-02-29,26-092,CHO,,MIL,L 99-111,*,27,3,4,0.75,3,3,1,0,1,,,,,,,,,,,,,,,,,,,
10240,Duncan Robinson,9,2023-10-27,29-188,MIA,@,BOS,L 111-119,,24,3,7,0.429,0,1,0,3,6,,,,,,,,,,,,,,,,,,,
10241,Duncan Robinson,9,2023-11-08,29-200,MIA,@,MEM,W 108-102,,35,3,7,0.429,1,2,0.5,2,5,,,,,,,,,,,,,,,,,,,
10242,Duncan Robinson,9,2023-12-16,29-238,MIA,,CHI,W 118-116,*,24,3,9,0.333,0,0,,3,9,,,,,,,,,,,,,,,,,,,
10243,Duncan Robinson,9,2024-02-06,29-290,MIA,,ORL,W 121-95,,22,4,7,0.571,3,3,1,1,4,,,,,,,,,,,,,,,,,,,
10244,Duncan Robinson,9,2024-03-08,29-321,MIA,@,OKC,L 100-107,*,28,3,8,0.375,0,0,,3,8,,,,,,,,,,,,,,,,,,,
10245,David Roddy,9,2023-10-25,22-212,MEM,,NOP,L 104-111,,28,4,7,0.571,3,4,0.75,1,3,,,,,,,,,,,,,,,,,,,
10246,David Roddy,9,2023-10-30,22-217,MEM,,DAL,L 110-125,,29,4,8,0.5,4,7,0.571,0,1,,,,,,,,,,,,,,,,,,,
10247,David Roddy,9,2023-11-01,22-219,MEM,@,UTA,L 109-133,,24,4,8,0.5,3,5,0.6,1,3,,,,,,,,,,,,,,,,,,,
10248,David Roddy,9,2023-12-13,22-261,MEM,@,HOU,L 104-117,*,32,3,14,0.214,1,7,0.143,2,7,,,,,,,,,,,,,,,,,,,
10249,David Roddy,9,2023-12-15,22-263,MEM,,HOU,L 96-103,,28,3,10,0.3,2,4,0.5,1,6,,,,,,,,,,,,,,,,,,,
10250,David Roddy,9,2024-01-29,22-308,MEM,,SAC,L 94-103,*,35,3,9,0.333,3,5,0.6,0,4,,,,,,,,,,,,,,,,,,,
10251,Derrick Rose,9,2023-11-18,35-045,MEM,@,SAS,W 120-108,,14,3,4,0.75,2,3,0.667,1,1,,,,,,,,,,,,,,,,,,,
10252,Terry Rozier,9,2024-01-24,29-313,MIA,,MEM,L 96-105,,29,3,11,0.273,2,6,0.333,1,5,,,,,,,,,,,,,,,,,,,
10253,D'Angelo Russell,9,2023-12-02,27-282,LAL,,HOU,W 107-97,*,26,4,10,0.4,3,5,0.6,1,5,,,,,,,,,,,,,,,,,,,
10254,D'Angelo Russell,9,2023-12-18,27-298,LAL,,NYK,L 109-114,*,28,3,10,0.3,0,4,0,3,6,,,,,,,,,,,,,,,,,,,
10255,D'Angelo Russell,9,2024-01-30,27-341,LAL,@,ATL,L 122-138,*,27,3,11,0.273,2,6,0.333,1,5,,,,,,,,,,,,,,,,,,,
10256,Matt Ryan,9,2023-10-25,26-191,NOP,@,MEM,W 111-104,,14,3,6,0.5,0,0,,3,6,,,,,,,,,,,,,,,,,,,
10257,Matt Ryan,9,2023-11-17,26-214,NOP,,DEN,W 115-110,,19,3,7,0.429,0,2,0,3,5,,,,,,,,,,,,,,,,,,,
10258,Domantas Sabonis,9,2023-11-28,27-209,SAC,,GSW,W 124-123,*,37,2,7,0.286,2,6,0.333,0,1,,,,,,,,,,,,,,,,,,,
10259,Gui Santos,9,2024-02-05,21-228,GSW,@,BRK,W 109-98,,18,3,5,0.6,3,5,0.6,0,0,,,,,,,,,,,,,,,,,,,
10260,Dario Šarić,9,2024-02-07,29-305,GSW,@,PHI,W 127-104,,14,3,5,0.6,2,3,0.667,1,2,,,,,,,,,,,,,,,,,,,
10261,Marcus Sasser,9,2023-11-10,23-050,DET,,PHI,L 106-114,,35,3,13,0.231,2,6,0.333,1,7,,,,,,,,,,,,,,,,,,,
10262,Marcus Sasser,9,2023-11-19,23-059,DET,@,TOR,L 113-142,,21,4,6,0.667,3,4,0.75,1,2,,,,,,,,,,,,,,,,,,,
10263,Marcus Sasser,9,2023-11-29,23-069,DET,,LAL,L 107-133,,28,3,8,0.375,2,6,0.333,1,2,,,,,,,,,,,,,,,,,,,
10264,Marcus Sasser,9,2024-01-01,23-102,DET,@,HOU,L 113-136,,7,3,3,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,
10265,Marcus Sasser,9,2024-01-20,23-121,DET,,MIL,L 135-141,,16,3,6,0.5,2,4,0.5,1,2,,,,,,,,,,,,,,,,,,,
10266,Marcus Sasser,9,2024-02-22,23-154,DET,@,IND,L 115-129,,10,3,6,0.5,1,4,0.25,2,2,,,,,,,,,,,,,,,,,,,
10267,Dennis Schröder,9,2023-11-15,30-061,TOR,,MIL,L 112-128,*,23,2,9,0.222,1,5,0.2,1,4,,,,,,,,,,,,,,,,,,,
10268,Dennis Schröder,9,2023-12-06,30-082,TOR,,MIA,L 103-112,*,35,4,18,0.222,3,13,0.231,1,5,,,,,,,,,,,,,,,,,,,
10269,Dennis Schröder,9,2023-12-27,30-103,TOR,@,WAS,W 132-102,,28,4,6,0.667,3,4,0.75,1,2,,,,,,,,,,,,,,,,,,,
10270,Dennis Schröder,9,2024-01-17,30-124,TOR,,MIA,W 121-97,,27,3,6,0.5,0,1,0,3,5,,,,,,,,,,,,,,,,,,,
10271,Dennis Schröder,9,2024-02-13,30-151,BRK,,BOS,L 110-118,,32,3,10,0.3,1,3,0.333,2,7,,,,,,,,,,,,,,,,,,,
10272,Dennis Schröder,9,2024-02-24,30-162,BRK,@,MIN,L 86-101,,28,4,14,0.286,3,9,0.333,1,5,,,,,,,,,,,,,,,,,,,
10273,Dereon Seabron,9,2023-11-08,23-166,NOP,@,MIN,L 101-122,,17,3,7,0.429,2,5,0.4,1,2,,,,,,,,,,,,,,,,,,,
10274,Alperen Sengun,9,2023-12-13,21-141,HOU,,MEM,W 117-104,*,24,2,8,0.25,2,7,0.286,0,1,,,,,,,,,,,,,,,,,,,
10275,Collin Sexton,9,2023-10-25,24-294,UTA,,SAC,L 114-130,,20,2,9,0.222,2,7,0.286,0,2,,,,,,,,,,,,,,,,,,,
10276,Collin Sexton,9,2023-11-29,24-329,UTA,@,MEM,L 91-105,,22,3,10,0.3,2,6,0.333,1,4,,,,,,,,,,,,,,,,,,,
10277,Landry Shamet,9,2024-01-03,26-296,WAS,@,CLE,L 101-140,,15,3,6,0.5,1,3,0.333,2,3,,,,,,,,,,,,,,,,,,,
10278,Landry Shamet,9,2024-01-24,26-317,WAS,,MIN,L 107-118,,12,1,3,0.333,0,2,0,1,1,,,,,,,,,,,,,,,,,,,
10279,Landry Shamet,9,2024-02-10,26-334,WAS,,PHI,L 113-119,,19,4,7,0.571,3,3,1,1,4,,,,,,,,,,,,,,,,,,,
10280,Day'Ron Sharpe,9,2023-11-26,22-020,BRK,,CHI,W 118-109,,27,4,7,0.571,4,5,0.8,0,2,,,,,,,,,,,,,,,,,,,
10281,Day'Ron Sharpe,9,2023-11-30,22-024,BRK,,CHO,L 128-129,,18,4,5,0.8,4,5,0.8,0,0,,,,,,,,,,,,,,,,,,,
10282,Day'Ron Sharpe,9,2023-12-20,22-044,BRK,,NYK,L 102-121,,19,3,7,0.429,3,7,0.429,0,0,,,,,,,,,,,,,,,,,,,
10283,Day'Ron Sharpe,9,2024-02-22,22-108,BRK,@,TOR,L 93-121,,16,3,5,0.6,3,5,0.6,0,0,,,,,,,,,,,,,,,,,,,
10284,Shaedon Sharpe,9,2024-01-09,20-224,POR,@,NYK,L 84-112,,22,4,8,0.5,4,6,0.667,0,2,,,,,,,,,,,,,,,,,,,
10285,Ben Simmons,9,2024-02-06,27-201,BRK,,DAL,L 107-119,*,20,4,7,0.571,4,7,0.571,0,0,,,,,,,,,,,,,,,,,,,
10286,Anfernee Simons,9,2023-12-14,24-189,POR,,UTA,L 114-122,*,22,3,8,0.375,1,2,0.5,2,6,,,,,,,,,,,,,,,,,,,
10287,Marcus Smart,9,2023-10-28,29-236,MEM,@,WAS,L 106-113,*,32,4,8,0.5,3,3,1,1,5,,,,,,,,,,,,,,,,,,,
10288,Dennis Smith Jr.,9,2024-01-02,26-038,BRK,@,NOP,L 85-112,,20,3,7,0.429,1,3,0.333,2,4,,,,,,,,,,,,,,,,,,,
10289,Dennis Smith Jr.,9,2024-03-07,26-103,BRK,@,DET,L 112-118,*,24,3,10,0.3,2,6,0.333,1,4,,,,,,,,,,,,,,,,,,,
10290,Dru Smith,9,2023-10-27,25-301,MIA,@,BOS,L 111-119,,23,3,6,0.5,0,2,0,3,4,,,,,,,,,,,,,,,,,,,
10291,Dru Smith,9,2023-11-11,25-316,MIA,@,ATL,W 117-109,,28,4,8,0.5,3,5,0.6,1,3,,,,,,,,,,,,,,,,,,,
10292,Jalen Smith,9,2023-11-06,23-235,IND,,SAS,W 152-111,,12,4,4,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,
10293,Jalen Smith,9,2023-11-27,23-256,IND,,POR,L 110-114,,12,3,5,0.6,2,3,0.667,1,2,,,,,,,,,,,,,,,,,,,
10294,Jalen Smith,9,2023-12-30,23-289,IND,,NYK,W 140-126,*,21,3,5,0.6,2,3,0.667,1,2,,,,,,,,,,,,,,,,,,,
10295,Jalen Smith,9,2024-02-06,23-327,IND,,HOU,W 132-129,,17,4,6,0.667,3,4,0.75,1,2,,,,,,,,,,,,,,,,,,,
10296,Jalen Smith,9,2024-02-26,23-347,IND,,TOR,L 122-130,,14,4,7,0.571,3,5,0.6,1,2,,,,,,,,,,,,,,,,,,,
10297,Jalen Smith,9,2024-02-28,23-349,IND,,NOP,W 123-114,,18,4,9,0.444,4,6,0.667,0,3,,,,,,,,,,,,,,,,,,,
10298,Jalen Smith,9,2024-03-01,23-351,IND,@,NOP,L 102-129,,11,4,6,0.667,3,4,0.75,1,2,,,,,,,,,,,,,,,,,,,
10299,Jabari Smith Jr.,9,2023-11-17,20-188,HOU,@,LAC,L 100-106,*,33,4,12,0.333,3,8,0.375,1,4,,,,,,,,,,,,,,,,,,,
10300,Jabari Smith Jr.,9,2023-12-08,20-209,HOU,@,DEN,W 114-106,*,25,3,9,0.333,3,7,0.429,0,2,,,,,,,,,,,,,,,,,,,
10301,Jabari Smith Jr.,9,2023-12-11,20-212,HOU,,SAS,W 93-82,*,36,3,12,0.25,2,9,0.222,1,3,,,,,,,,,,,,,,,,,,,
10302,Jabari Smith Jr.,9,2023-12-27,20-228,HOU,,PHO,L 113-129,*,22,2,5,0.4,1,2,0.5,1,3,,,,,,,,,,,,,,,,,,,
10303,Jabari Smith Jr.,9,2024-01-01,20-233,HOU,,DET,W 136-113,*,27,3,7,0.429,0,2,0,3,5,,,,,,,,,,,,,,,,,,,
10304,Jabari Smith Jr.,9,2024-01-13,20-245,HOU,@,BOS,L 113-145,*,27,4,11,0.364,4,7,0.571,0,4,,,,,,,,,,,,,,,,,,,
10305,Jabari Smith Jr.,9,2024-02-10,20-273,HOU,@,ATL,L 113-122,*,37,4,15,0.267,3,8,0.375,1,7,,,,,,,,,,,,,,,,,,,
10306,Jabari Smith Jr.,9,2024-02-22,20-285,HOU,@,NOP,L 105-127,*,27,3,5,0.6,1,3,0.333,2,2,,,,,,,,,,,,,,,,,,,
10307,Nick Smith Jr.,9,2023-11-30,19-226,CHO,@,BRK,W 129-128,,14,3,4,0.75,0,1,0,3,3,,,,,,,,,,,,,,,,,,,
10308,Nick Smith Jr.,9,2023-12-16,19-242,CHO,,PHI,L 82-135,,26,4,8,0.5,3,4,0.75,1,4,,,,,,,,,,,,,,,,,,,
10309,Nick Smith Jr.,9,2024-01-12,19-269,CHO,@,SAS,L 99-135,,25,4,9,0.444,3,6,0.5,1,3,,,,,,,,,,,,,,,,,,,
10310,Nick Smith Jr.,9,2024-02-07,19-295,CHO,,TOR,L 117-123,,13,3,4,0.75,0,0,,3,4,,,,,,,,,,,,,,,,,,,
10311,Jeremy Sochan,9,2023-11-14,20-178,SAS,@,OKC,L 87-123,*,28,4,11,0.364,3,10,0.3,1,1,,,,,,,,,,,,,,,,,,,
10312,Jeremy Sochan,9,2023-12-19,20-213,SAS,@,MIL,L 119-132,*,33,4,11,0.364,4,9,0.444,0,2,,,,,,,,,,,,,,,,,,,
10313,Jeremy Sochan,9,2023-12-21,20-215,SAS,@,CHI,L 95-114,*,34,4,8,0.5,3,6,0.5,1,2,,,,,,,,,,,,,,,,,,,
10314,Jeremy Sochan,9,2023-12-31,20-225,SAS,,BOS,L 101-134,*,24,4,11,0.364,3,7,0.429,1,4,,,,,,,,,,,,,,,,,,,
10315,Jeremy Sochan,9,2024-01-04,20-229,SAS,,MIL,L 121-125,*,33,3,11,0.273,2,6,0.333,1,5,,,,,,,,,,,,,,,,,,,
10316,Jeremy Sochan,9,2024-02-08,20-264,SAS,@,ORL,L 111-127,*,28,4,9,0.444,3,5,0.6,1,4,,,,,,,,,,,,,,,,,,,
10317,Jeremy Sochan,9,2024-03-07,20-292,SAS,@,SAC,L 129-131,*,36,3,10,0.3,3,7,0.429,0,3,,,,,,,,,,,,,,,,,,,
10318,Jaden Springer,9,2023-11-15,21-051,PHI,,BOS,L 107-117,,20,4,5,0.8,3,4,0.75,1,1,,,,,,,,,,,,,,,,,,,
10319,Jaden Springer,9,2023-12-15,21-081,PHI,,DET,W 124-92,,12,4,9,0.444,3,6,0.5,1,3,,,,,,,,,,,,,,,,,,,
10320,Isaiah Stewart,9,2023-12-06,22-198,DET,,MEM,L 102-116,*,28,3,7,0.429,2,4,0.5,1,3,,,,,,,,,,,,,,,,,,,
10321,Julian Strawther,9,2023-11-27,21-223,DEN,@,LAC,W 113-104,,19,3,8,0.375,0,3,0,3,5,,,,,,,,,,,,,,,,,,,
10322,Max Strus,9,2023-11-01,27-218,CLE,@,NYK,W 95-89,*,35,3,9,0.333,3,4,0.75,0,5,,,,,,,,,,,,,,,,,,,
10323,Max Strus,9,2023-11-30,27-247,CLE,,POR,L 95-103,*,36,4,11,0.364,3,5,0.6,1,6,,,,,,,,,,,,,,,,,,,
10324,Max Strus,9,2024-01-05,27-283,CLE,,WAS,W 114-90,*,30,4,6,0.667,3,3,1,1,3,,,,,,,,,,,,,,,,,,,
10325,Jalen Suggs,9,2023-11-04,22-154,ORL,,LAL,W 120-101,*,27,4,11,0.364,4,9,0.444,0,2,,,,,,,,,,,,,,,,,,,
10326,Jalen Suggs,9,2024-01-13,22-224,ORL,@,OKC,L 100-112,*,20,4,8,0.5,3,5,0.6,1,3,,,,,,,,,,,,,,,,,,,
10327,Jalen Suggs,9,2024-02-04,22-246,ORL,@,DET,W 111-99,*,28,4,8,0.5,3,5,0.6,1,3,,,,,,,,,,,,,,,,,,,
10328,Jalen Suggs,9,2024-02-27,22-269,ORL,,BRK,W 108-81,*,16,3,5,0.6,2,3,0.667,1,2,,,,,,,,,,,,,,,,,,,
10329,Jae'Sean Tate,9,2023-11-20,28-023,HOU,@,GSW,L 116-121,,21,4,7,0.571,3,5,0.6,1,2,,,,,,,,,,,,,,,,,,,
10330,Jae'Sean Tate,9,2024-01-08,28-072,HOU,@,MIA,L 113-120,*,34,3,8,0.375,2,4,0.5,1,4,,,,,,,,,,,,,,,,,,,
10331,Daniel Theis,9,2024-01-16,31-287,LAC,,OKC,W 128-117,,20,4,6,0.667,3,4,0.75,1,2,,,,,,,,,,,,,,,,,,,
10332,Daniel Theis,9,2024-02-05,31-307,LAC,@,ATL,W 149-144,,20,4,7,0.571,3,6,0.5,1,1,,,,,,,,,,,,,,,,,,,
10333,Daniel Theis,9,2024-02-28,31-330,LAC,,LAL,L 112-116,*,31,4,10,0.4,3,6,0.5,1,4,,,,,,,,,,,,,,,,,,,
10334,Daniel Theis,9,2024-03-01,31-332,LAC,,WAS,W 140-115,*,20,4,5,0.8,3,4,0.75,1,1,,,,,,,,,,,,,,,,,,,
10335,Cam Thomas,9,2024-01-07,22-086,BRK,,POR,L 127-134 (OT),,18,4,9,0.444,3,6,0.5,1,3,,,,,,,,,,,,,,,,,,,
10336,Amen Thompson,9,2023-10-29,20-272,HOU,,GSW,L 95-106,,20,3,5,0.6,2,3,0.667,1,2,,,,,,,,,,,,,,,,,,,
10337,Amen Thompson,9,2023-12-22,20-326,HOU,,DAL,W 122-96,,22,4,9,0.444,4,7,0.571,0,2,,,,,,,,,,,,,,,,,,,
10338,Amen Thompson,9,2024-03-02,21-032,HOU,@,PHO,W 118-109,,21,3,5,0.6,3,5,0.6,0,0,,,,,,,,,,,,,,,,,,,
10339,Ausar Thompson,9,2023-10-28,20-271,DET,,CHI,W 118-102,*,31,3,7,0.429,3,5,0.6,0,2,,,,,,,,,,,,,,,,,,,
10340,Ausar Thompson,9,2023-11-12,20-286,DET,@,CHI,L 108-119,*,32,2,9,0.222,2,8,0.25,0,1,,,,,,,,,,,,,,,,,,,
10341,Ausar Thompson,9,2023-11-17,20-291,DET,@,CLE,L 100-108,*,17,4,8,0.5,4,7,0.571,0,1,,,,,,,,,,,,,,,,,,,
10342,Ausar Thompson,9,2023-11-19,20-293,DET,@,TOR,L 113-142,*,30,3,5,0.6,3,4,0.75,0,1,,,,,,,,,,,,,,,,,,,
10343,Ausar Thompson,9,2024-01-28,20-363,DET,,OKC,W 120-104,,20,3,7,0.429,3,6,0.5,0,1,,,,,,,,,,,,,,,,,,,
10344,Ausar Thompson,9,2024-03-05,21-035,DET,@,MIA,L 110-118,*,34,3,7,0.429,3,5,0.6,0,2,,,,,,,,,,,,,,,,,,,
10345,Klay Thompson,9,2023-12-25,33-320,GSW,@,DEN,L 114-120,*,32,3,12,0.25,0,2,0,3,10,,,,,,,,,,,,,,,,,,,
10346,Klay Thompson,9,2024-01-15,33-341,GSW,@,MEM,L 107-116,*,34,4,10,0.4,3,6,0.5,1,4,,,,,,,,,,,,,,,,,,,
10347,JT Thor,9,2024-01-08,21-135,CHO,,CHI,L 112-119 (OT),,21,4,12,0.333,3,10,0.3,1,2,,,,,,,,,,,,,,,,,,,
10348,Matisse Thybulle,9,2023-10-30,26-240,POR,@,TOR,W 99-91,*,19,3,4,0.75,0,0,,3,4,,,,,,,,,,,,,,,,,,,
10349,Matisse Thybulle,9,2023-12-06,26-277,POR,@,GSW,L 106-110,,31,3,6,0.5,0,1,0,3,5,,,,,,,,,,,,,,,,,,,
10350,Matisse Thybulle,9,2023-12-08,26-279,POR,,DAL,L 112-125,*,36,3,7,0.429,0,2,0,3,5,,,,,,,,,,,,,,,,,,,
10351,Obi Toppin,9,2023-11-27,25-268,IND,,POR,L 110-114,*,19,3,9,0.333,2,5,0.4,1,4,,,,,,,,,,,,,,,,,,,
10352,Obi Toppin,9,2023-12-30,25-301,IND,,NYK,W 140-126,,20,4,6,0.667,3,5,0.6,1,1,,,,,,,,,,,,,,,,,,,
10353,Obi Toppin,9,2024-01-05,25-307,IND,,ATL,W 150-116,,22,3,6,0.5,0,1,0,3,5,,,,,,,,,,,,,,,,,,,
10354,Obi Toppin,9,2024-02-10,25-343,IND,@,NYK,W 125-111,,17,3,5,0.6,1,3,0.333,2,2,,,,,,,,,,,,,,,,,,,
